X,Y,FID,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
-176.1383,-13.3567,302,164,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  604 Conotrochus funicolumna,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  604,Pacific Ocean,,,,SE of Wallis,415,420,-13.3567,-176.1383,WGS84,500,POINT (-176.1383 -13.3567),,,urn:lsid:marinespecies.org:taxname:289706,Conotrochus funicolumna,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,funicolumna,,"(Alcock, 1902)"
-176.14,-13.355,303,165,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Fungiacyathus (Fungiacyathus) sandoi,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:287085,Fungiacyathus (Fungiacyathus) sandoi,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Fungiacyathus,sandoi,,"Cairns, 1999"
-176.14,-13.355,304,166,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Anthemiphyllia spinifera,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:289419,Anthemiphyllia spinifera,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,spinifera,,"Cairns, 1999"
-176.14,-13.355,305,167,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Caryophyllia (Caryophyllia) abrupta,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:286723,Caryophyllia (Caryophyllia) abrupta,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,abrupta,,"Cairns, 1999"
-176.14,-13.355,306,168,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Oxysmilia epithecata,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:290564,Oxysmilia epithecata,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Oxysmilia,,epithecata,,"Cairns, 1999"
-176.14,-13.355,307,169,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Bourneotrochus stellulatus,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:289532,Bourneotrochus stellulatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Bourneotrochus,,stellulatus,,"(Cairns, 1984)"
-176.14,-13.355,308,170,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Deltocyathus stella,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:286806,Deltocyathus stella,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,stella,,"Cairns & Zibrowius, 1997"
-176.14,-13.355,309,171,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Dactylotrochus cervicornis,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:289783,Dactylotrochus cervicornis,Animalia,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Dactylotrochus,,cervicornis,,"(Moseley, 1881)"
-176.14,-13.355,310,172,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
-176.14,-13.355,311,173,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  605 Truncatoflabellum vanuatu,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  605,Pacific Ocean,,,,SE of Wallis,335,340,-13.355,-176.14,WGS84,500,POINT (-176.14 -13.355),,,urn:lsid:marinespecies.org:taxname:287069,Truncatoflabellum vanuatu,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,vanuatu,,"(Wells, 1984)"
-176.1383,-13.3567,312,174,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  606 Madrepora oculata f. formosa,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  606,Pacific Ocean,,,,SE of Wallis,420,430,-13.3567,-176.1383,WGS84,500,POINT (-176.1383 -13.3567),,,urn:lsid:marinespecies.org:taxname:135209,Madrepora oculata f. formosa,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,oculata,,"Linnaeus, 1758"
-176.1383,-13.3567,313,175,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  606 Caryophyllia (Caryophyllia) abrupta,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  606,Pacific Ocean,,,,SE of Wallis,420,430,-13.3567,-176.1383,WGS84,500,POINT (-176.1383 -13.3567),,,urn:lsid:marinespecies.org:taxname:286723,Caryophyllia (Caryophyllia) abrupta,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,abrupta,,"Cairns, 1999"
-176.1383,-13.3567,314,176,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  606 Stephanocyathus (Acinocyathus) spiniger,,,,,Present,,,,1992-05-26,147,1992,5,26,MUSORSTOM 7 'Alis' Stn  606,Pacific Ocean,,,,SE of Wallis,420,430,-13.3567,-176.1383,WGS84,500,POINT (-176.1383 -13.3567),,,urn:lsid:marinespecies.org:taxname:286859,Stephanocyathus (Acinocyathus) spiniger,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,Acinocyathus,spiniger,,"(Marenzeller, 1888)"
-178.0067,-14.3633,315,201,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  619 Trochocyathus (Aplocyathus) hastatus,,,,,Present,,,,1992-05-27,148,1992,5,27,MUSORSTOM 7 'Alis' Stn  619,Pacific Ocean,,,,E + SE of Alofi,455,455,-14.3633,-178.0067,WGS84,500,POINT (-178.0067 -14.3633),,,urn:lsid:marinespecies.org:taxname:286884,Trochocyathus (Aplocyathus) hastatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Aplocyathus,hastatus,,"Bourne, 1903"
-178.0067,-14.3633,316,202,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  619 Conotrochus funicolumna,,,,,Present,,,,1992-05-27,148,1992,5,27,MUSORSTOM 7 'Alis' Stn  619,Pacific Ocean,,,,E + SE of Alofi,455,455,-14.3633,-178.0067,WGS84,500,POINT (-178.0067 -14.3633),,,urn:lsid:marinespecies.org:taxname:289706,Conotrochus funicolumna,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Conotrochus,,funicolumna,,"(Alcock, 1902)"
-178.1833,-12.5733,317,203,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  620 Madrepora oculata f. formosa,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  620,Pacific Ocean,,,,bank SW of Combe Bank,1280,1280,-12.5733,-178.1833,WGS84,500,POINT (-178.1833 -12.5733),,,urn:lsid:marinespecies.org:taxname:135209,Madrepora oculata f. formosa,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,oculata,,"Linnaeus, 1758"
-178.1833,-12.5733,318,204,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  620 Aulocyathus recidivus,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  620,Pacific Ocean,,,,bank SW of Combe Bank,1280,1280,-12.5733,-178.1833,WGS84,500,POINT (-178.1833 -12.5733),,,urn:lsid:marinespecies.org:taxname:286722,Aulocyathus recidivus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Aulocyathus,,recidivus,,"(Dennant, 1906)"
-178.1833,-12.5733,319,205,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  620 Flabellum (Ulocyathus) apertum apertum,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  620,Pacific Ocean,,,,bank SW of Combe Bank,1280,1280,-12.5733,-178.1833,WGS84,500,POINT (-178.1833 -12.5733),,,urn:lsid:marinespecies.org:taxname:286998,Flabellum (Ulocyathus) apertum apertum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Ulocyathus,apertum,apertum,"Moseley, 1876"
-178.1917,-12.5833,320,206,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Fungiacyathus (Fungiacyathus) stephanus,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:287087,Fungiacyathus (Fungiacyathus) stephanus,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Fungiacyathus,stephanus,,"(Alcock, 1893)"
-178.1917,-12.5833,321,207,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Madrepora oculata f. tenuis,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:135209,Madrepora oculata f. tenuis,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,oculata,,"Linnaeus, 1758"
-178.1917,-12.5833,322,208,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Stephanocyathus (Stephanocyathus) regius,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:286858,Stephanocyathus (Stephanocyathus) regius,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,Stephanocyathus,regius,,"Cairns & Zibrowius, 1997"
-178.1917,-12.5833,323,209,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Stephanocyathus (Odontocyathus) coronatus,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:286851,Stephanocyathus (Odontocyathus) coronatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Stephanocyathus,Odontocyathus,coronatus,,"(Pourtalès, 1867)"
-178.1917,-12.5833,324,210,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Deltocyathus rotulus,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:286804,Deltocyathus rotulus,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,rotulus,,"(Alcock, 1898)"
-178.1917,-12.5833,325,211,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn  621 Flabellum (Ulocyathus) apertum apertum,,,,,Present,,,,1992-05-28,149,1992,5,28,MUSORSTOM 7 'Alis' Stn  621,Pacific Ocean,,,,bank SW of Combe Bank,1280,1300,-12.5833,-178.1917,WGS84,500,POINT (-178.1917 -12.5833),,,urn:lsid:marinespecies.org:taxname:286998,Flabellum (Ulocyathus) apertum apertum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Ulocyathus,apertum,apertum,"Moseley, 1876"
