FID,OperatorNa,Shape_Leng
2603,Kinder Morgan Texas Pipeline Co,0.06843
2604,Kinder Morgan Texas Pipeline Co,0.059052
2605,Kinder Morgan Texas Pipeline Co,0.022774
2606,Kinder Morgan Texas Pipeline Co,0.093358
2607,Kinder Morgan Texas Pipeline Co,0.131914
2608,Kinder Morgan Texas Pipeline Co,0.029192
2609,Kinder Morgan Texas Pipeline Co,0.026384
2610,Kinder Morgan Texas Pipeline Co,0.095695
2611,Kinder Morgan Texas Pipeline Co,0.016032
2612,Kinder Morgan Texas Pipeline Co,0.054143
2613,Kinder Morgan Texas Pipeline Co,0.045899
2614,Kinder Morgan Texas Pipeline Co,0.007883
2615,Kinder Morgan Texas Pipeline Co,0.009323
2616,Kinder Morgan Texas Pipeline Co,0.015583
2617,Kinder Morgan Texas Pipeline Co,0.025946
2618,Kinder Morgan Texas Pipeline Co,0.012368
2619,Kinder Morgan Texas Pipeline Co,0.011008
2620,Kinder Morgan Texas Pipeline Co,0.016105
2621,Kinder Morgan Texas Pipeline Co,0.039843
2622,Kinder Morgan Texas Pipeline Co,0.010281
2623,Kinder Morgan Texas Pipeline Co,0.019669
2624,Kinder Morgan Texas Pipeline Co,0.009171
2625,Kinder Morgan Texas Pipeline Co,0.009747
2626,Kinder Morgan Texas Pipeline Co,0.003297
2627,Kinder Morgan Texas Pipeline Co,0.005077
2628,Kinder Morgan Texas Pipeline Co,0.05938
2629,Kinder Morgan Texas Pipeline Co,0.031425
2630,Kinder Morgan Texas Pipeline Co,0.033637
2631,Kinder Morgan Texas Pipeline Co,0.078029
2632,Kinder Morgan Texas Pipeline Co,0.023784
2633,Kinder Morgan Texas Pipeline Co,0.013652
2634,Kinder Morgan Texas Pipeline Co,0.025449
2635,Kinder Morgan Texas Pipeline Co,0.036812
2636,Kinder Morgan Texas Pipeline Co,0.021835
2637,Kinder Morgan Texas Pipeline Co,0.02477
2638,Kinder Morgan Texas Pipeline Co,0.030454
2639,Kinder Morgan Texas Pipeline Co,0.020703
2640,Kinder Morgan Texas Pipeline Co,0.03024
2641,Kinder Morgan Texas Pipeline Co,0.02931
2642,Kinder Morgan Texas Pipeline Co,0.012401
2643,Kinder Morgan Texas Pipeline Co,0.053382
2644,Kinder Morgan Texas Pipeline Co,0.028288
2645,Kinder Morgan Texas Pipeline Co,0.009651
2646,Kinder Morgan Texas Pipeline Co,0.017451
2647,Kinder Morgan Texas Pipeline Co,0.019121
2648,Kinder Morgan Texas Pipeline Co,0.010312
2649,Kinder Morgan Texas Pipeline Co,0.015392
2650,Kinder Morgan Texas Pipeline Co,0.044934
2651,Kinder Morgan Texas Pipeline Co,0.013116
2652,Kinder Morgan Texas Pipeline Co,0.04338
2653,Kinder Morgan Texas Pipeline Co,0.011607
2654,Kinder Morgan Texas Pipeline Co,0.014482
2655,El Paso Texas Pipeline Co,0.527436
2656,Kinder Morgan Texas Pipeline Co,0.023447
2657,El Paso Texas Pipeline Co,0.044179
2658,Kinder Morgan Texas Pipeline Co,0.022597
2659,El Paso Texas Pipeline Co,0.531721
2660,Kinder Morgan Texas Pipeline Co,0.029384
2661,El Paso Texas Pipeline Co,0.531647
2662,Kinder Morgan Texas Pipeline Co,0.010627
2663,Kinder Morgan Texas Pipeline Co,0.004777
2664,El Paso Texas Pipeline Co,0.273948
2665,Kinder Morgan Texas Pipeline Co,0.013266
2666,El Paso Texas Pipeline Co,0.22966
2667,Kinder Morgan Texas Pipeline Co,0.017048
2668,El Paso Texas Pipeline Co,0.028455
2669,El Paso Texas Pipeline Co,0.027203
2670,Kinder Morgan Texas Pipeline Co,0.011954
2671,El Paso Texas Pipeline Co,0.018721
2672,Kinder Morgan Texas Pipeline Co,0.020636
2673,Kinder Morgan Texas Pipeline Co,0.009895
2674,El Paso Texas Pipeline Co,0.044372
2675,Kinder Morgan Texas Pipeline Co,0.018865
2676,El Paso Texas Pipeline Co,0.051868
2677,Kinder Morgan Texas Pipeline Co,0.021327
2678,El Paso Texas Pipeline Co,0.02772
2679,Kinder Morgan Texas Pipeline Co,0.015262
2680,El Paso Texas Pipeline Co,0.025132
2681,Kinder Morgan Texas Pipeline Co,0.046474
2682,El Paso Texas Pipeline Co,0.077998
2683,Kinder Morgan Texas Pipeline Co,0.007774
2684,El Paso Texas Pipeline Co,0.030164
2685,Kinder Morgan Texas Pipeline Co,0.020959
2686,El Paso Texas Pipeline Co,0.029678
2687,Kinder Morgan Texas Pipeline Co,0.005394
2688,El Paso Texas Pipeline Co,0.030881
2689,Kinder Morgan Texas Pipeline Co,0.01097
2690,El Paso Texas Pipeline Co,0.108341
2691,Kinder Morgan Texas Pipeline Co,0.007107
2692,El Paso Texas Pipeline Co,0.052516
2693,Kinder Morgan Texas Pipeline Co,0.013045
2694,El Paso Texas Pipeline Co,0.35514
2695,Kinder Morgan Texas Pipeline Co,0.009722
2696,Kinder Morgan Texas Pipeline Co,0.006927
2697,El Paso Texas Pipeline Co,0.243339
2698,Kinder Morgan Texas Pipeline Co,0.0038
2699,El Paso Texas Pipeline Co,0.091238
2700,Kinder Morgan Texas Pipeline Co,0.006275
2701,El Paso Texas Pipeline Co,0.164464
2702,Kinder Morgan Texas Pipeline Co,0.003685
2703,El Paso Texas Pipeline Co,0.111941
2704,Kinder Morgan Texas Pipeline Co,0.126488
2705,El Paso Texas Pipeline Co,0.028896
2706,Kinder Morgan Texas Pipeline Co,0.005656
2707,El Paso Texas Pipeline Co,0.066895
2708,Kinder Morgan Texas Pipeline Co,0.009008
2709,Kinder Morgan Texas Pipeline Co,0.004563
2710,El Paso Texas Pipeline Co,0.104979
2711,Kinder Morgan Texas Pipeline Co,0.010959
2712,El Paso Texas Pipeline Co,0.042683
2713,Kinder Morgan Texas Pipeline Co,0.005498
2714,El Paso Texas Pipeline Co,0.055243
2715,Kinder Morgan Texas Pipeline Co,0.008757
2716,El Paso Texas Pipeline Co,0.037817
2717,Kinder Morgan Texas Pipeline Co,0.040925
2718,El Paso Texas Pipeline Co,0.048692
2719,Kinder Morgan Texas Pipeline Co,0.007591
2720,Kinder Morgan Texas Pipeline Co,0.007802
2721,El Paso Texas Pipeline Co,0.017626
2722,Kinder Morgan Texas Pipeline Co,0.003576
2723,El Paso Texas Pipeline Co,0.088481
2724,Kinder Morgan Texas Pipeline Co,0.060914
2725,El Paso Texas Pipeline Co,0.445329
2726,Kinder Morgan Texas Pipeline Co,0.019481
2727,El Paso Texas Pipeline Co,0.05381
2728,Kinder Morgan Texas Pipeline Co,0.032181
2729,El Paso Texas Pipeline Co,0.049727
2730,Kinder Morgan Texas Pipeline Co,0.013269
2731,El Paso Texas Pipeline Co,0.056519
2732,Kinder Morgan Texas Pipeline Co,0.017133
2733,El Paso Texas Pipeline Co,0.130772
2734,Kinder Morgan Texas Pipeline Co,0.014377
2735,El Paso Texas Pipeline Co,0.073522
2736,Kinder Morgan Texas Pipeline Co,0.008591
2737,El Paso Texas Pipeline Co,0.025421
2738,Kinder Morgan Texas Pipeline Co,0.017022
2739,El Paso Texas Pipeline Co,0.034232
2740,Kinder Morgan Texas Pipeline Co,0.012346
2741,Kinder Morgan Texas Pipeline Co,0.007003
2742,El Paso Texas Pipeline Co,0.055491
2743,El Paso Texas Pipeline Co,0.042308
2744,El Paso Texas Pipeline Co,0.069496
2745,El Paso Texas Pipeline Co,0.170432
2746,El Paso Texas Pipeline Co,0.033811
2747,El Paso Texas Pipeline Co,0.096928
2748,El Paso Texas Pipeline Co,0.151899
2749,El Paso Texas Pipeline Co,0.063754
2750,El Paso Texas Pipeline Co,0.051703
2751,El Paso Texas Pipeline Co,0.116565
2752,El Paso Texas Pipeline Co,0.238483
2753,El Paso Texas Pipeline Co,0.049659
2754,El Paso Texas Pipeline Co,0.808283
2755,El Paso Texas Pipeline Co,0.326469
2756,El Paso Texas Pipeline Co,0.04312
2757,El Paso Texas Pipeline Co,0.020588
2758,El Paso Texas Pipeline Co,0.612093
2759,El Paso Texas Pipeline Co,0.025466
2760,El Paso Texas Pipeline Co,0.071105
2761,El Paso Texas Pipeline Co,0.064083
2762,El Paso Texas Pipeline Co,0.178018
2763,El Paso Texas Pipeline Co,0.034104
2764,El Paso Texas Pipeline Co,0.100996
2765,El Paso Texas Pipeline Co,0.091276
2766,El Paso Texas Pipeline Co,0.080603
2767,El Paso Texas Pipeline Co,0.037407
2768,Houston Pipeline Co,0.013316
2769,Houston Pipeline Co,0.124024
2770,Houston Pipeline Co,0.072395
2771,Houston Pipeline Co,0.062861
2772,Houston Pipeline Co,0.036357
2773,Houston Pipeline Co,0.011799
2774,Houston Pipeline Co,0.034327
2775,Houston Pipeline Co,0.02171
2776,Houston Pipeline Co,0.012501
2777,Houston Pipeline Co,0.712377
2778,Houston Pipeline Co,0.052903
2779,Houston Pipeline Co,0.047156
2780,Houston Pipeline Co,0.013128
2781,Houston Pipeline Co,0.076953
2782,Houston Pipeline Co,0.018664
2783,Houston Pipeline Co,0.022293
2784,Houston Pipeline Co,0.014041
2785,Houston Pipeline Co,0.018653
2786,Houston Pipeline Co,0.012852
2787,Houston Pipeline Co,0.038627
2788,Houston Pipeline Co,0.034388
2789,Houston Pipeline Co,0.027973
2790,Houston Pipeline Co,0.014935
2791,Houston Pipeline Co,0.022534
2792,Houston Pipeline Co,0.016815
2793,Houston Pipeline Co,0.030133
2794,Houston Pipeline Co,0.04603
2795,Houston Pipeline Co,0.016799
2796,Houston Pipeline Co,0.029152
2797,Houston Pipeline Co,0.030101
2798,Houston Pipeline Co,0.016962
2799,Houston Pipeline Co,0.014138
2800,Houston Pipeline Co,0.206084
2801,Kinder Morgan Texas Pipeline Co,0.022374
2802,Kinder Morgan Texas Pipeline Co,0.022869
2803,Kinder Morgan Texas Pipeline Co,0.048401
2804,Kinder Morgan Texas Pipeline Co,0.089618
2805,Kinder Morgan Texas Pipeline Co,0.017792
2806,Kinder Morgan Texas Pipeline Co,0.02467
2807,Kinder Morgan Texas Pipeline Co,0.145726
2808,Kinder Morgan Texas Pipeline Co,0.01559
2809,Kinder Morgan Texas Pipeline Co,0.02056
2810,Kinder Morgan Texas Pipeline Co,0.017066
2811,Kinder Morgan Texas Pipeline Co,0.010705
2812,Kinder Morgan Texas Pipeline Co,0.017509
2813,Kinder Morgan Texas Pipeline Co,0.686056
2814,Kinder Morgan Texas Pipeline Co,0.708451
2815,Kinder Morgan Texas Pipeline Co,0.33771
2816,Kinder Morgan Texas Pipeline Co,0.154437
2817,Energy Transfer LP,1.309886
2818,Energy Transfer LP,0.990872
2819,Energy Transfer LP,0.181882
2820,Energy Transfer LP,0.656131
2821,Oasis / Energy Transfer Co,0.01666
2822,Oasis / Energy Transfer Co,0.006513
2823,Oasis / Energy Transfer Co,0.008621
2824,Oasis / Energy Transfer Co,0.008134
2825,Oasis / Energy Transfer Co,0.025345
2826,Oasis / Energy Transfer Co,0.85438
2827,Oasis / Energy Transfer Co,0.364078
2828,Oasis / Energy Transfer Co,0.102751
2829,Oasis / Energy Transfer Co,0.051411
2830,Oasis / Energy Transfer Co,0.043982
2831,Oasis / Energy Transfer Co,0.03103
2832,Oasis / Energy Transfer Co,0.025947
2833,Oasis / Energy Transfer Co,0.018546
2834,Oasis / Energy Transfer Co,0.243172
2835,Oasis / Energy Transfer Co,0.340081
2836,Oasis / Energy Transfer Co,0.296041
2837,Oasis / Energy Transfer Co,0.288196
2838,Oasis / Energy Transfer Co,0.299327
2839,Energy Transfer LP,0.004782
2840,Energy Transfer LP,0.10132
2841,Energy Transfer LP,0.094206
2842,Energy Transfer LP,0.331347
2843,Energy Transfer LP,0.005496
2844,Energy Transfer LP,0.100257
2845,Energy Transfer LP,0.246629
2846,Energy Transfer LP,0.067714
2847,Energy Transfer LP,0.015008
2848,Energy Transfer LP,0.01574
2849,Oasis / Energy Transfer Co,0.02474
2850,Oasis / Energy Transfer Co,0.023522
2851,Oasis / Energy Transfer Co,0.013899
2852,Oasis / Energy Transfer Co,0.007301
2853,Oasis / Energy Transfer Co,0.01666
2854,Oasis / Energy Transfer Co,0.006513
2855,Oasis / Energy Transfer Co,0.008134
2856,Houston Pipeline Co,0.028433
2857,Oasis / Energy Transfer Co,0.021085
2858,Houston Pipeline Co,0.054821
2859,Oasis / Energy Transfer Co,0.018489
2860,Houston Pipeline Co,0.023019
2861,Oasis / Energy Transfer Co,0.011824
2862,Houston Pipeline Co,0.01794
2863,Oasis / Energy Transfer Co,0.019267
2864,Houston Pipeline Co,0.029922
2865,Houston Pipeline Co,0.028992
2866,Oasis / Energy Transfer Co,0.010156
2867,Houston Pipeline Co,0.010555
2868,Oasis / Energy Transfer Co,0.004812
2869,Houston Pipeline Co,0.01475
2870,Oasis / Energy Transfer Co,0.025345
2871,Houston Pipeline Co,0.027088
2872,Oasis / Energy Transfer Co,0.102751
2873,Houston Pipeline Co,0.107341
2874,Oasis / Energy Transfer Co,0.051411
2875,Houston Pipeline Co,0.13432
2876,Oasis / Energy Transfer Co,0.043982
2877,Houston Pipeline Co,0.027581
2878,Oasis / Energy Transfer Co,0.03103
2879,Houston Pipeline Co,0.031666
2880,Oasis / Energy Transfer Co,0.025947
2881,Oasis / Energy Transfer Co,0.119979
2882,Houston Pipeline Co,0.287835
2883,Oasis / Energy Transfer Co,0.292988
2884,Houston Pipeline Co,0.036642
2885,Oasis / Energy Transfer Co,0.113626
2886,Houston Pipeline Co,0.611255
2887,Oasis / Energy Transfer Co,0.026301
2888,Houston Pipeline Co,0.054964
2889,Oasis / Energy Transfer Co,0.053443
2890,Oasis / Energy Transfer Co,0.093716
2891,Houston Pipeline Co,0.407253
2892,Oasis / Energy Transfer Co,0.060992
2893,Houston Pipeline Co,0.367997
2894,Oasis / Energy Transfer Co,0.086073
2895,Houston Pipeline Co,0.037458
2896,Oasis / Energy Transfer Co,0.167362
2897,Houston Pipeline Co,0.136112
2898,Houston Pipeline Co,0.309467
2899,Oasis / Energy Transfer Co,0.080998
2900,Oasis / Energy Transfer Co,0.202458
2901,Houston Pipeline Co,0.061171
2902,Houston Pipeline Co,0.119012
2903,Oasis / Energy Transfer Co,0.094737
2904,Houston Pipeline Co,0.049656
2905,Oasis / Energy Transfer Co,0.145571
2906,Houston Pipeline Co,0.074229
2907,Oasis / Energy Transfer Co,0.036948
2908,Houston Pipeline Co,0.082276
2909,Oasis / Energy Transfer Co,0.094408
2910,Houston Pipeline Co,0.031858
2911,Oasis / Energy Transfer Co,0.064027
2912,Houston Pipeline Co,0.048914
2913,Oasis / Energy Transfer Co,0.05409
2914,Houston Pipeline Co,0.293763
2915,Oasis / Energy Transfer Co,0.041233
2916,Houston Pipeline Co,0.341659
2917,Oasis / Energy Transfer Co,0.074177
2918,Houston Pipeline Co,0.648791
2919,Coral Energy Pipeline Co,0.023784
2920,Coral Energy Pipeline Co,0.013652
2921,Houston Pipeline Co,0.000208
2922,Coral Energy Pipeline Co,0.025449
2923,Atmos Pipeline - Texas,0.004624
2924,Atmos Pipeline - Texas,0.011457
2925,Coral Energy Pipeline Co,0.038585
2926,Atmos Pipeline - Texas,0.00737
2927,Coral Energy Pipeline Co,0.018791
2928,Atmos Pipeline - Texas,0.014383
2929,Coral Energy Pipeline Co,0.029836
2930,Atmos Pipeline - Texas,0.014645
2931,Coral Energy Pipeline Co,0.021284
2932,Atmos Pipeline - Texas,0.0225
2933,Coral Energy Pipeline Co,0.009655
2934,Atmos Pipeline - Texas,0.01126
2935,Coral Energy Pipeline Co,0.045262
2936,Atmos Pipeline - Texas,0.124938
2937,Coral Energy Pipeline Co,0.009195
2938,Atmos Pipeline - Texas,0.088528
2939,Coral Energy Pipeline Co,0.037064
2940,Atmos Pipeline - Texas,0.042365
2941,Coral Energy Pipeline Co,0.013086
2942,Atmos Pipeline - Texas,0.019296
2943,Coral Energy Pipeline Co,0.015194
2944,Atmos Pipeline - Texas,0.012047
2945,Energy Transfer Partners LP,0.7088
2946,Atmos Pipeline - Texas,0.021968
2947,Atmos Pipeline - Texas,0.029687
2948,Atmos Pipeline - Texas,0.008579
2949,Atmos Pipeline - Texas,0.032324
2950,Atmos Pipeline - Texas,0.054801
2951,Atmos Pipeline - Texas,0.007111
2952,Atmos Pipeline - Texas,0.022061
2953,Atmos Pipeline - Texas,0.18599
2954,Atmos Pipeline - Texas,0.029434
2955,Atmos Pipeline - Texas,0.190667
2956,Atmos Pipeline - Texas,0.009336
2957,Atmos Pipeline - Texas,0.094021
2958,Atmos Pipeline - Texas,0.105703
2959,Atmos Pipeline - Texas,0.024258
2960,Atmos Pipeline - Texas,0.071236
2961,Atmos Pipeline - Texas,0.563838
2962,Atmos Pipeline - Texas,0.578357
2963,Atmos Pipeline - Texas,0.230275
2964,Atmos Pipeline - Texas,0.133276
2965,Atmos Pipeline - Texas,0.083764
2966,Atmos Pipeline - Texas,0.087608
2967,Atmos Pipeline - Texas,0.067687
2968,Atmos Pipeline - Texas,0.142832
2969,Atmos Pipeline - Texas,0.193033
2970,Atmos Pipeline - Texas,0.101748
2971,Atmos Pipeline - Texas,0.130283
2972,Atmos Pipeline - Texas,0.010468
2973,Atmos Pipeline - Texas,0.334063
2974,Atmos Pipeline - Texas,0.24162
2975,Atmos Pipeline - Texas,0.079933
2976,Atmos Pipeline - Texas,0.224545
2977,Atmos Pipeline - Texas,0.02377
2978,Atmos Pipeline - Texas,0.217171
2979,Atmos Pipeline - Texas,0.47344
2980,Atmos Pipeline - Texas,0.08267
2981,Atmos Pipeline - Texas,0.281858
2982,Atmos Pipeline - Texas,0.314308
2983,Atmos Pipeline - Texas,0.001971
2984,Atmos Pipeline - Texas,0.128368
2985,Atmos Pipeline - Texas,0.029612
2986,Atmos Pipeline - Texas,0.054884
2987,Atmos Pipeline - Texas,0.07525
2988,Atmos Pipeline - Texas,0.152271
2989,Atmos Pipeline - Texas,0.130449
2990,Atmos Pipeline - Texas,0.082626
2991,Atmos Pipeline - Texas,0.183625
2992,Atmos Pipeline - Texas,0.501891
2993,Atmos Pipeline - Texas,0.186463
2994,Atmos Pipeline - Texas,0.062412
2995,Atmos Pipeline - Texas,0.315885
2996,Atmos Pipeline - Texas,0.100948
2997,Atmos Pipeline - Texas,0.348671
2998,Atmos Pipeline - Texas,0.569028
2999,Atmos Pipeline - Texas,0.422221
3000,Atmos Pipeline - Texas,0.279851
3001,El Paso Texas Pipeline Co,0.03624
3002,El Paso Texas Pipeline Co,0.038697
3003,El Paso Texas Pipeline Co,0.068054
3004,El Paso Texas Pipeline Co,0.046838
3005,El Paso Texas Pipeline Co,0.053598
3006,El Paso Texas Pipeline Co,0.05842
3007,El Paso Texas Pipeline Co,0.050287
3008,El Paso Texas Pipeline Co,0.065711
3009,El Paso Texas Pipeline Co,0.050506
3010,El Paso Texas Pipeline Co,0.060338
3011,El Paso Texas Pipeline Co,0.083742
3012,El Paso Texas Pipeline Co,0.050593
3013,El Paso Texas Pipeline Co,0.023862
3014,El Paso Texas Pipeline Co,0.163724
3015,El Paso Texas Pipeline Co,0.022368
3016,El Paso Texas Pipeline Co,0.065026
3017,El Paso Texas Pipeline Co,0.044887
3018,El Paso Texas Pipeline Co,0.158558
3019,El Paso Texas Pipeline Co,0.098956
3020,El Paso Texas Pipeline Co,0.295245
3021,El Paso Texas Pipeline Co,0.035326
3022,El Paso Texas Pipeline Co,0.101463
3023,El Paso Texas Pipeline Co,0.09031
3024,El Paso Texas Pipeline Co,0.030608
3025,El Paso Texas Pipeline Co,0.02473
3026,El Paso Texas Pipeline Co,0.059685
3027,El Paso Texas Pipeline Co,0.054548
3028,El Paso Texas Pipeline Co,0.293865
3029,El Paso Texas Pipeline Co,0.090397
3030,El Paso Texas Pipeline Co,0.122377
3031,El Paso Texas Pipeline Co,0.091484
3032,El Paso Texas Pipeline Co,0.109441
3033,El Paso Texas Pipeline Co,0.063261
3034,El Paso Texas Pipeline Co,0.096166
3035,El Paso Texas Pipeline Co,0.023573
3036,El Paso Texas Pipeline Co,0.018762
3037,El Paso Texas Pipeline Co,0.142896
3038,El Paso Texas Pipeline Co,0.149244
3039,El Paso Texas Pipeline Co,0.063175
3040,El Paso Texas Pipeline Co,0.056038
3041,El Paso Texas Pipeline Co,0.034809
3042,El Paso Texas Pipeline Co,0.026405
3043,El Paso Texas Pipeline Co,0.027957
3044,El Paso Texas Pipeline Co,0.109109
3045,El Paso Texas Pipeline Co,0.070012
3046,El Paso Texas Pipeline Co,0.047937
3047,El Paso Texas Pipeline Co,0.050077
3048,El Paso Texas Pipeline Co,0.064708
3049,El Paso Texas Pipeline Co,0.032575
3050,El Paso Texas Pipeline Co,0.099163
3051,El Paso Texas Pipeline Co,0.169966
3052,El Paso Texas Pipeline Co,0.035489
3053,El Paso Texas Pipeline Co,0.040671
3054,El Paso Texas Pipeline Co,0.053066
3055,El Paso Texas Pipeline Co,0.057439
3056,El Paso Texas Pipeline Co,0.080017
3057,El Paso Texas Pipeline Co,0.097184
3058,El Paso Texas Pipeline Co,0.103932
3059,El Paso Texas Pipeline Co,0.026449
3060,El Paso Texas Pipeline Co,0.015728
3061,El Paso Texas Pipeline Co,0.045055
3062,El Paso Texas Pipeline Co,0.044293
3063,El Paso Texas Pipeline Co,0.032113
3064,El Paso Texas Pipeline Co,0.027985
3065,El Paso Texas Pipeline Co,0.092936
3066,El Paso Texas Pipeline Co,0.067607
3067,El Paso Texas Pipeline Co,0.038028
3068,El Paso Texas Pipeline Co,0.06217
3069,El Paso Texas Pipeline Co,0.135723
3070,El Paso Texas Pipeline Co,0.119727
3071,El Paso Texas Pipeline Co,0.072979
3072,El Paso Texas Pipeline Co,0.047622
3073,El Paso Texas Pipeline Co,0.013886
3074,El Paso Texas Pipeline Co,0.112459
3075,El Paso Texas Pipeline Co,0.057443
3076,El Paso Texas Pipeline Co,0.064356
3077,El Paso Texas Pipeline Co,0.045568
3078,El Paso Texas Pipeline Co,0.035535
3079,El Paso Texas Pipeline Co,0.098123
3080,El Paso Texas Pipeline Co,0.301659
3081,El Paso Texas Pipeline Co,0.358238
3082,El Paso Texas Pipeline Co,0.022456
3083,El Paso Texas Pipeline Co,0.012629
3084,El Paso Texas Pipeline Co,0.148796
3085,El Paso Texas Pipeline Co,0.142246
3086,El Paso Texas Pipeline Co,0.141637
3087,El Paso Texas Pipeline Co,0.076874
3088,El Paso Texas Pipeline Co,0.063205
3089,El Paso Texas Pipeline Co,0.048349
3090,El Paso Texas Pipeline Co,0.024288
3091,El Paso Texas Pipeline Co,0.055373
3092,El Paso Texas Pipeline Co,0.035661
3093,El Paso Texas Pipeline Co,0.059315
3094,El Paso Texas Pipeline Co,0.128343
3095,El Paso Texas Pipeline Co,0.013482
3096,El Paso Texas Pipeline Co,0.023033
3097,El Paso Texas Pipeline Co,0.07614
3098,El Paso Texas Pipeline Co,0.065218
3099,El Paso Texas Pipeline Co,0.173338
3100,El Paso Texas Pipeline Co,0.099777
3101,El Paso Texas Pipeline Co,0.086986
3102,El Paso Texas Pipeline Co,0.036817
3103,El Paso Texas Pipeline Co,0.04493
3104,El Paso Texas Pipeline Co,0.038856
3105,El Paso Texas Pipeline Co,0.033918
3106,El Paso Texas Pipeline Co,0.027641
3107,El Paso Texas Pipeline Co,0.07889
3108,El Paso Texas Pipeline Co,0.087075
3109,El Paso Texas Pipeline Co,0.065112
3110,El Paso Texas Pipeline Co,0.025882
3111,El Paso Texas Pipeline Co,0.18718
3112,El Paso Texas Pipeline Co,0.081522
3113,El Paso Texas Pipeline Co,0.057795
3114,El Paso Texas Pipeline Co,0.060963
3115,El Paso Texas Pipeline Co,0.032684
3116,El Paso Texas Pipeline Co,0.081216
3117,El Paso Texas Pipeline Co,0.134025
3118,El Paso Texas Pipeline Co,0.105051
3119,El Paso Texas Pipeline Co,0.038751
3120,El Paso Texas Pipeline Co,0.069903
3121,El Paso Texas Pipeline Co,0.019267
3122,El Paso Texas Pipeline Co,0.140198
3123,El Paso Texas Pipeline Co,0.04666
3124,El Paso Texas Pipeline Co,0.137514
3125,El Paso Texas Pipeline Co,0.080484
3126,El Paso Texas Pipeline Co,0.082906
